Word,Count,Prevalence,FreqZipfUS
ripcord,7,1.41,1.769
ripe,4,2.332,3.622
ripen,5,1.799,2.468
ripeness,8,1.902,1.769
ripening,8,2.197,2.137
riper,5,0.923,1.894
riposte,7,0.284,2.137
ripper,6,2.084,3.399
ripping,7,2.319,3.604
ripple,6,2.238,3.184
rippling,8,2.077,2.783
riprap,6,-0.521,1.292
ripsaw,6,0.743,1.292
ripsnorter,10,-0.181,1.292
riptide,7,1.69,2.195
rise,4,2.576,4.438
risen,5,1.991,3.195
riser,5,2.067,2.571
rishi,5,-1.208,1.292
risibility,10,-0.003,1.292
risible,7,0.094,1.292
risibly,7,-0.148,1.292
rising,6,2.576,3.925
risk,4,2.429,4.69
riskily,7,0.588,1.292
riskiness,9,1.672,1.292
riskless,8,1.139,1.292
risky,5,2.346,3.887
risotto,7,1.539,2.935
rissole,7,-0.424,1.593
ritalin,7,1.083,1.292
rite,4,1.316,3.167
ritornelle,10,-1.304,1.292
ritornello,10,-1.178,1.292
ritual,6,2.331,3.952
ritualism,9,1.605,1.292
ritualistic,11,1.94,2.739
ritualistically,15,1.788,1.593
rituality,9,1.053,1.292
ritualization,13,1.722,1.292
ritualize,9,1.801,1.593
ritualized,10,2.031,2.333
ritually,8,2.115,1.769
ritzy,5,1.041,2.593
rival,5,2.43,3.58
rivalry,7,2.134,3.032
rive,4,-0.321,1.894
river,5,2.344,4.744
riverbank,9,2.223,2.836
riverbed,8,1.835,2.654
riverboat,9,2.094,2.614
riverfront,10,1.845,2.333
riverhead,9,0.971,1.292
riverine,8,-0.542,1.292
riverside,9,2.231,3.246
riverward,9,0.266,1.292
riverwards,10,0.156,1.292
riverweed,9,0.682,1.292
rivet,5,1.948,2.547
riveter,7,0.993,1.894
riveting,8,2.133,2.672
riving,6,-0.443,1.593
rivulet,7,0.52,1.769
riyal,5,-1.279,1.292
roach,5,2.123,3.425
road,4,2.426,5.048
roadbed,7,0.263,1.769
roadblock,9,1.94,3.3
roader,6,0.044,1.292
roadhouse,9,1.774,2.883
roadie,6,1.329,2.614
roadman,7,0.845,1.292
roadmap,7,1.86,1.292
roadrunner,10,1.901,2.634
roadshow,8,1.918,1.991
roadside,8,2.576,3.016
roadstead,9,-0.122,1.769
roadster,8,1.481,2.571
roadsweeper,11,1.265,1.292
roadway,7,2.25,2.371
roadwork,8,2.013,2.333
roadworks,9,1.41,1.292
roadworthiness,14,1.236,1.292
roadworthy,10,1.587,1.292
roam,4,2.177,3.532
roamer,6,1.768,1.593
roaming,7,2.116,3.195
roan,4,0.226,2.438
roar,4,2.428,3.606
roaring,7,2.42,3.488
roast,5,2.576,3.991
roasted,7,2.576,3.231
roaster,7,1.988,1.894
roasting,8,2.334,2.894
rob,3,2.341,4.367
robber,6,2.576,3.672
robbery,7,2.434,4.362
robbing,7,2.233,3.813
robe,4,2.248,3.929
robin,5,2.25,4.397
robot,5,2.342,4.086
robotic,7,2.329,2.836
robotics,8,2.424,2.769
robotize,8,0.824,1.292
robust,6,2.424,2.86
robustly,8,2.236,1.593
robustness,10,2.105,1.292
roc,3,-0.404,2.496
rock,4,2.058,4.935
rockaway,8,0.343,2.406
rockband,8,1.234,1.292
rocker,6,2.182,3.105
rockery,7,0.389,1.292
rocket,6,2.576,4.074
rocketry,8,0.866,1.593
rockfish,8,1.063,1.292
rockiness,9,1.548,1.292
rocking,7,2.43,3.642
rockingchair,12,0.86,1.292
rocklike,8,0.714,1.292
rockrose,8,-0.558,1.292
rockshaft,9,0.158,1.292
rockslide,9,1.752,2.137
rockstar,8,2.014,1.292
rockweed,8,0.236,1.292
rockwork,8,0.356,1.292
rocky,5,2.178,4.199
rococo,6,0.227,1.894
rod,3,2.18,4.031
rode,4,1.811,4.017
rodent,6,2.161,3.26
rodeo,5,2.444,3.745
rodman,6,-0.135,2.836
rodomont,8,-1.478,1.292
rodomontade,11,-1.361,1.292
roe,3,1.03,3.016
roebuck,7,0.376,3.048
roentgen,8,-0.803,1.991
roentgenogram,13,-0.901,1.292
rogation,8,-0.768,1.292
roger,5,1.632,4.697
rogue,5,2.441,3.573
roguery,7,0.638,1.292
roguish,7,1.067,2.195
roguishly,9,1.143,1.593
roguishness,11,1.098,1.292
roil,4,0.246,1.593
roily,5,-0.965,1.292
roister,7,-0.135,1.593
roisterer,9,-0.535,1.292
roistering,10,-0.238,1.593
role,4,2.576,4.26
roleplaying,11,1.66,1.593
rolex,5,1.395,1.292
roll,4,2.576,4.801
rollaway,8,1.041,2.195
rollback,8,1.628,1.593
rolled,6,2.245,3.928
roller,6,2.343,3.76
rollerblade,11,2.576,1.292
rollercoaster,13,2.253,1.292
rollerskate,11,2.049,1.292
rollick,7,0.207,1.769
rollicking,10,0.787,2.07
rollickingly,12,0.222,1.292
rolling,7,2.429,4.333
rollingpin,10,1.068,1.292
rollout,7,1.676,2.07
rollover,8,1.963,2.195
rollway,7,0.219,1.292
rolodex,7,0.691,1.292
romaine,7,1.114,2.371
roman,5,1.946,4.02
romance,7,2.344,4.191
romancer,8,1.689,1.894
romancing,9,2.018,2.593
romanesque,10,1.22,1.894
romantic,8,2.332,4.546
romantically,12,2.254,3.032
romanticism,11,2.334,2.333
romanticist,11,1.969,1.769
romanticize,11,1.913,2.371
romp,4,1.686,2.739
romper,6,1.356,2.195
romping,7,1.936,2.593
rondo,5,-0.206,2.246
rood,4,-0.269,1.894
roof,4,2.186,4.552
roofer,6,1.818,2.547
roofing,7,2.233,2.438
roofless,8,1.34,1.292
roofline,8,1.004,1.593
rooftop,7,2.444,3.206
rooftree,8,-0.506,1.593
rook,4,1.598,3.149
rookery,7,0.861,1.991
rookie,6,2.328,3.695
rooky,5,0.426,1.991
room,4,2.335,5.642
roomed,6,1.09,2.406
roomer,6,0.174,1.593
roomful,7,1.077,2.797
roominess,9,1.412,1.292
roommate,8,2.011,4.057
rooms,5,2.576,4.415
roomy,5,1.963,2.614
roost,5,2.132,2.955
roosted,7,1.659,1.769
rooster,7,2.179,3.588
roosterfish,11,-0.437,1.292
roosters,8,2.112,2.522
root,4,2.131,4.02
rootage,7,0.155,1.292
rooted,6,2.311,3.008
rootedness,10,0.711,1.292
rooter,6,1.036,1.991
roothold,8,0.319,1.292
rootle,6,-1.108,1.292
rootless,8,1.67,1.769
rootlet,7,0.039,1.292
rootling,8,0.022,1.769
rootstalk,9,0.206,1.292
rootstock,9,0.289,1.292
rootworm,8,0.615,1.292
rope,4,2.258,4.356
ropedancer,10,0.164,1.292
ropelike,8,0.911,1.292
roper,5,0.869,3.265
ropes,5,2.576,3.775
ropewalk,8,1.01,1.292
ropewalker,10,1.072,1.292
ropeway,7,0.388,1.292
ropey,5,0.54,1.593
roping,6,1.833,2.593
ropy,4,-0.115,1.593
rosacea,7,0.545,1.292
rosaceous,9,0.298,1.292
rosary,6,1.731,3.084
rose,4,2.171,4.724
roseate,7,-0.239,1.292
rosebay,7,-0.397,1.292
rosebud,7,2.009,3.155
rosebush,8,1.571,2.07
rosefish,8,-0.337,1.292
rosehip,7,0.711,1.292
rosella,7,-0.135,2.333
rosemary,8,2.188,3.695
roseroot,8,-0.228,1.292
rosette,7,1.347,2.07
rosewater,9,1.432,1.769
rosewood,8,1.936,2.522
rosier,6,0.841,2.406
rosily,6,0.769,1.292
rosin,5,0.396,2.333
rosiness,8,1.442,1.292
rosinweed,9,-0.559,1.292
roster,6,1.675,3.337
rostra,6,-0.456,1.292
rostral,7,-0.753,1.292
rostrum,7,0.222,1.991
rosy,4,1.915,3.522
rot,3,2.225,3.888
rotary,6,2.322,2.739
rotatable,9,1.399,1.292
rotate,6,2.336,3.287
rotated,7,2.35,2.593
rotating,8,2.255,3.055
rotation,8,2.431,3.468
rotational,10,1.959,2.195
rotator,7,1.802,2.468
rotatory,8,0.799,1.593
rotavirus,9,0.644,1.292
rote,4,0.843,2.137
rotenone,8,-1.177,2.292
rotgut,6,0.412,2.468
rotifer,7,-0.86,1.292
rotisserie,10,1.664,2.292
rotogravure,11,-0.724,1.292
rotor,5,1.466,2.69
rotorcraft,10,0.375,1.292
rotten,6,2.116,4.242
rottenly,8,0.87,1.593
rottenness,10,1.412,1.991
rottenstone,11,-0.699,1.292
rotting,7,2.196,3.515
rotund,6,1.19,2.137
rotunda,7,1.308,2.739
rotundity,9,0.748,1.292
rouge,5,1.856,3.512
rough,5,2.441,4.572
roughage,8,0.967,2.438
roughcast,9,0.438,1.292
roughen,7,1.254,1.292
rougher,7,1.821,2.883
roughhew,8,-0.088,1.292
roughhewn,9,0.478,1.292
roughhouse,10,1.502,2.468
roughhousing,12,1.405,2.195
roughing,8,1.9,2.769
roughish,8,0.77,1.292
roughly,7,2.232,3.499
roughneck,9,1.645,2.81
roughness,9,2.431,1.991
roughrider,10,1.185,1.292
roughshod,9,0.6,2.468
roulade,7,0.453,1.292
roulette,8,2.025,3.396
round,5,2.431,4.823
roundabout,10,2.104,2.654
rounded,7,2.576,3.216
roundedness,11,1.389,1.292
roundel,7,-0.24,1.292
roundelay,9,-0.574,2.137
rounder,7,1.772,2.547
roundhead,9,0.814,1.292
roundhouse,10,1.846,2.292
rounding,8,2.335,3.251
roundish,8,1.321,1.593
roundly,7,1.549,1.769
roundness,9,2.088,1.769
roundtable,10,1.472,1.894
roundtrip,9,1.617,1.292
roundup,7,1.802,3.063
roundworm,9,1.307,1.292
rouse,5,1.52,2.973
rouser,6,0.698,1.593
rousing,7,2.027,2.707
rousingly,9,1.389,1.292
roust,5,0.755,2.634
roustabout,10,0.23,1.769
rousting,8,0.834,2.371
rout,4,0.779,2.571
route,5,2.442,4.329
router,6,2.138,2.496
routine,7,2.432,4.297
routinely,9,2.196,2.769
routing,7,1.97,2.86
roux,4,0.604,1.991
rove,4,1.032,3.063
rover,5,2.037,3.525
roving,6,1.245,2.883
row,3,2.436,4.42
rowan,5,0.077,3.231
rowanberry,10,-0.233,1.292
rowboat,7,1.873,3.032
rowdily,7,1.183,1.292
rowdiness,9,2.043,1.292
rowdy,5,2.341,3.016
rowed,5,1.9,2.468
rowel,5,-0.733,1.894
rowen,5,-0.343,1.292
rower,5,1.539,1.593
rowing,6,2.182,3.111
rowlock,7,-0.527,1.292
royal,5,2.415,4.366
royalism,8,1.386,1.292
royalist,8,1.886,1.593
royally,7,1.939,2.723
royalty,7,2.576,3.595
rub,3,2.191,4.189
rubbed,6,2.576,3.435
rubber,6,2.576,4.146
rubberize,9,1.127,1.292
rubberneck,10,1.659,1.894
rubbernecker,12,1.355,1.769
rubbers,7,2.254,3.124
rubberstamp,11,1.439,1.292
rubbery,7,1.685,2.292
rubbing,7,2.34,3.676
rubbish,7,2.429,3.748
rubbishing,10,0.311,1.292
rubbishy,8,0.367,1.593
rubble,6,2.428,3.246
rubblework,10,-0.172,1.292
rubdown,7,1.657,2.797
rube,4,0.453,3.624
rubella,7,0.945,1.593
rubicund,8,-0.142,1.292
rubidium,8,0.02,1.292
ruble,5,0.727,1.894
rubout,6,-0.176,1.593
rubric,6,0.952,1.769
rubricate,9,-0.266,1.292
ruby,4,2.431,4.076
ruche,5,-0.147,1.292
ruck,4,0.431,2.371
rucksack,8,1.252,2.246
ruckus,6,1.594,3.173
ruction,7,-0.535,1.292
rudder,6,1.575,3.591
rudderless,10,1.238,1.991
rudderpost,10,-0.209,1.292
rudderstock,11,-0.394,1.292
ruddily,7,0.365,1.292
ruddiness,9,1.181,1.593
ruddle,6,-0.475,2.195
ruddy,5,1.269,2.86
rude,4,1.978,4.343
rudely,6,2.256,2.672
rudeness,8,2.061,2.935
rudiment,8,1.598,1.991
rudimental,10,0.94,1.292
rudimentarily,13,1.082,1.292
rudimentary,11,2.001,2.836
rue,3,1.512,3.251
rueful,6,1.393,1.292
ruefully,8,1.412,1.292
ruefulness,10,1.25,1.292
ruff,4,1.155,2.739
ruffed,6,0.775,1.292
ruffian,7,1.29,2.754
ruffle,6,2.065,2.769
ruffled,7,2.248,2.69
ruffling,8,1.652,2.137
rug,3,2.337,4.018
rugby,5,2.336,2.945
rugged,6,2.022,3.305
ruggedly,8,1.914,1.894
ruggedness,10,2.111,1.292
ruin,4,2.576,4.455
ruination,9,0.726,2.69
ruined,6,2.319,4.407
ruing,5,0.396,1.769
ruinous,7,1.159,2.07
ruinously,9,0.722,1.593
rulable,7,0.032,1.292
rule,4,2.332,4.682
rulebook,8,1.879,1.292
rulemaking,10,1.207,1.292
ruler,5,2.43,3.504
ruling,6,2.247,3.614
rum,3,2.434,3.875
rumba,5,1.095,3.084
rumble,6,2.245,3.438
rumbling,8,2.437,3.406
rumen,5,-0.22,1.593
ruminant,8,0.854,1.593
ruminate,8,1.182,2.07
ruminating,10,1.247,2.07
rumination,10,1.212,1.593
ruminative,10,0.778,1.292
ruminatively,12,0.542,1.292
ruminator,9,0.891,1.292
rummage,7,2.001,2.905
rummy,5,1.159,3.167
rumor,5,1.881,4.018
rumormonger,11,0.616,1.593
rump,4,1.988,3.155
rumple,6,1.221,2.195
rumpus,6,1.188,2.836
rumrunner,9,0.433,1.292
run,3,2.44,5.544
runabout,8,1.428,1.894
runagate,8,-1.041,1.292
runaround,9,1.7,2.836
runaway,7,2.335,3.61
runback,7,0.431,1.292
rundle,6,-0.509,1.769
rundown,7,1.929,3.167
rune,4,0.992,2.999
rung,4,1.877,3.149
runic,5,0.215,1.769
runlet,6,-0.782,1.292
runnel,6,-0.485,1.593
runner,6,2.576,3.697
running,7,2.254,5.198
runny,5,1.943,3.111
runoff,6,1.514,2.333
runt,4,2.132,3.392
runtime,7,1.57,1.292
runty,5,0.398,2.195
runway,6,2.235,3.739
rupee,5,0.976,1.769
rupiah,6,-1.077,1.292
rupture,7,2.323,3.118
ruptured,8,2.436,3.274
rural,5,2.319,3.07
rurally,7,1.356,1.292
ruse,4,1.65,3.226
rush,4,2.442,4.497
rushed,6,2.446,3.722
rusher,6,0.953,1.593
rushing,7,2.441,3.78
rushy,5,0.014,1.292
rusk,4,0.583,2.69
russet,6,1.081,2.246
rust,4,2.18,3.399
rusted,6,2.173,2.86
rustic,6,2.055,2.905
rustically,10,1.215,1.292
rusticate,9,0.253,1.769
rustication,11,0.16,1.292
rusticator,10,-0.321,1.292
rusticity,9,0.467,1.593
rustiness,9,1.656,1.292
rustle,6,2.144,3.063
rustler,7,1.599,2.707
rustling,8,1.751,3.305
rustproof,9,1.482,1.593
rusty,5,2.428,4.11
rut,3,1.802,3.189
rutabaga,8,0.483,2.571
ruthenium,9,-0.441,1.292
ruthful,7,0.126,1.292
ruthless,8,2.099,3.618
ruthlessly,10,2.254,2.571
ruthlessness,12,2.239,2.07
rutile,6,-0.878,1.292
rutting,7,1.117,2.292
rutty,5,0.205,1.292
rye,3,2.117,3.62
ryegrass,8,0.789,1.292
s,1,-0.57,7.316
sab,3,-1.017,1.894
sabayon,7,-0.848,1.292
sabbath,7,2.036,3.231
sabbatical,10,1.518,2.982
saber,5,1.239,2.915
sable,5,1.173,2.925
sablefish,9,0.009,1.292
sabot,5,-0.347,1.292
sabotage,8,2.181,3.588
saboteur,8,1.373,2.754
sabra,5,-0.506,2.571
sabre,5,1.356,2.292
sac,3,0.671,3.118
saccade,7,-0.913,1.292
saccadic,8,-0.845,1.292
saccharin,9,0.956,1.894
saccharine,10,0.984,2.137
saccharinely,12,0.162,1.292
sacerdotal,10,-0.642,1.292
sachem,6,-0.809,1.292
sachet,6,1.203,1.894
sack,4,2.576,4.111
sackbut,7,-0.755,1.292
sackcloth,9,0.906,2.246
sacked,6,2.576,3.098
sacker,6,0.7,2.438
sacking,7,2.001,2.246
saclike,7,-0.159,1.292
sacra,5,-0.446,1.292
sacral,6,0.378,1.894
sacrament,9,1.935,2.754
sacramental,11,1.703,2.137
sacramentary,12,0.378,1.292
sacred,6,2.259,4.147
sacredly,8,1.262,1.292
sacredness,10,1.634,1.894
sacrifice,9,2.439,4.253
sacrificial,11,2.237,2.769
sacrificially,13,1.866,1.292
sacrificing,11,2.075,3.173
sacrilege,9,1.603,2.86
sacrilegious,12,1.37,2.614
sacrilegiously,14,1.039,1.292
sacristan,9,-0.433,1.593
sacristy,8,0.054,1.991
sacroiliac,10,-0.173,2.246
sacrosanct,10,0.609,2.246
sacrum,6,0.694,1.769
sad,3,2.231,4.801
sadden,6,1.87,1.991
saddening,9,1.843,1.292
saddle,6,2.188,3.894
saddleback,10,1.827,1.991
saddlebag,9,1.784,2.438
saddlebow,9,0.235,1.292
saddlecloth,11,1.099,1.292
saddled,7,2.43,3.098
saddler,7,1.078,1.769
saddlery,8,0.44,1.593
saddletree,10,-0.201,1.292
saddling,8,1.483,2.137
sadhu,5,-1.34,1.593
sadiron,7,-1.187,1.292
sadism,6,1.804,2.292
sadist,6,2.021,3.04
sadistic,8,1.982,3.236
sadistically,12,1.886,1.894
sadly,5,2.259,3.674
sadness,7,2.576,3.681
sadomasochism,13,1.545,1.769
sadomasochist,13,1.311,2.07
sadomasochistic,15,1.462,2.195
safari,6,2.44,3.321
safe,4,2.256,5.155
safebreaker,11,1.075,1.292
safecracker,11,1.195,2.195
safecracking,12,1.139,2.07
safeguard,9,2.44,2.982
safehouse,9,2.264,1.292
safekeeping,11,2.244,2.964
safelight,9,0.969,1.292
safely,6,2.318,4.045
safeness,8,1.156,1.593
safety,6,2.429,4.509
safetypin,9,0.884,1.292
safflower,9,0.195,1.769
saffron,7,1.819,2.797
sag,3,1.819,2.915
saga,4,2.178,2.905
sagacious,9,0.389,1.769
sagaciously,11,0.472,1.292
sagaciousness,13,0.348,1.292
sagacity,8,0.193,1.593
sage,4,2.418,3.246
sagebrush,9,0.654,2.496
sagely,6,1.086,1.593
sagging,7,2.132,2.522
saggy,5,1.949,2.769
sagittal,8,-0.335,1.991
sago,4,-0.475,1.292
saguaro,7,-0.408,2.195
sahib,5,-0.443,3.105
said,4,2.576,6.044
sail,4,2.167,4.138
sailable,8,0.753,1.292
sailboard,9,1.134,1.292
sailboat,8,1.91,3.211
sailcloth,9,0.789,1.769
sailed,6,2.032,3.564
sailfish,8,0.622,1.769
sailing,7,2.446,3.974
sailor,6,2.247,4.093
sailorman,9,0.723,1.991
sailplane,9,0.183,1.292
saint,5,2.326,4.253
sainted,7,1.869,2.797
sainthood,9,1.942,2.371
saintlike,9,1.184,1.292
saintliness,11,1.514,1.292
saintly,7,2.329,2.547
sake,4,2.172,4.807
salaam,6,0.263,2.754
salability,10,0.216,1.292
salable,7,0.363,1.593
salacious,9,1.273,2.333
salaciously,11,0.888,1.292
salaciousness,13,0.778,1.292
salacity,8,0.167,1.292
salad,5,2.576,4.231
salamander,10,2.055,2.246
salami,6,2.167,3.353
salaried,8,1.388,2.292
salary,6,2.173,4.031
sale,4,2.441,4.404
saleable,8,0.781,1.769
saleroom,8,0.69,1.292
sales,5,2.309,4.104
salesclerk,10,1.266,1.292
salesgirl,9,1.307,2.634
saleslady,9,1.271,2.246
salesman,8,2.243,4.019
salesmanship,12,1.967,2.371
salespeople,11,1.511,2.406
salesperson,11,1.885,2.547
salesroom,9,1.899,1.292
saleswoman,10,2.124,2.496
salicylate,10,0.121,1.769
salicylic,9,0.408,1.593
salience,8,0.656,1.292
saliency,8,0.909,1.292
salient,7,1.234,2.438
saliently,9,0.85,1.292
saline,6,2.014,3.537
salinity,8,1.006,1.769
salinization,12,1.004,1.292
saliva,6,2.306,3.425
salivary,8,1.17,2.07
salivate,8,2.108,1.991
salivation,10,1.654,1.292
sallow,6,0.89,2.137
sally,5,1.416,4.423
salmagundi,10,-0.947,1.292
salmon,6,2.428,3.817
salmonberry,11,-0.19,1.292
salmonella,10,1.979,2.739
salmonellae,11,0.545,1.292
salon,5,2.118,3.663
saloon,6,2.437,3.712
saloonkeeper,12,0.985,1.593
salsa,5,2.325,3.333
salsify,7,-0.247,1.292
salt,4,2.171,4.29
saltbox,7,0.774,1.292
saltbush,8,-0.165,1.292
saltcellar,10,0.624,1.292
salted,6,2.34,2.769
salter,6,0.515,2.137
saltier,7,1.387,2.07
saltimbocca,11,-0.383,1.292
saltine,7,1.196,2.333
saltiness,9,2.126,1.292
salting,7,1.628,2.333
saltpan,7,0.315,1.593
saltpeter,9,0.433,2.614
saltshaker,10,1.351,2.137
saltwater,9,2.186,2.797
saltwort,8,-0.289,1.292
salty,5,2.432,3.399
salubrious,10,0.329,2.292
salubriously,12,0.343,1.292
salubriousness,14,0.219,1.292
saluki,6,-0.706,1.292
salutary,8,1.187,1.769
salutation,10,2.241,2.137
salutatorian,12,0.775,1.991
salutatory,10,1.438,1.292
salute,6,2.195,3.861
salutiferous,12,-0.827,1.292
salvable,8,0.547,1.292
salvage,7,2.312,3.616
salvageable,11,1.934,2.438
salvager,8,1.199,1.292
salvaging,9,2.32,2.468
salvation,9,2.576,3.702
salve,5,1.451,2.769
salver,6,-0.045,2.07
salvia,6,0.787,1.292
salvific,8,-1.07,1.292
salvo,5,0.587,2.593
sam,3,0.732,5.09
samara,6,-0.584,1.894
samarium,8,-0.863,1.292
samba,5,1.215,2.769
sambo,5,0.081,2.614
same,4,2.315,5.62
sameness,8,1.155,2.246
samey,5,-0.56,1.292
samisen,7,-1.188,1.292
samizdat,8,-1.199,1.292
samovar,7,-0.371,2.195
sampan,6,-0.546,2.438
sample,6,2.431,4.164
sampler,7,2.24,2.522
sampling,8,2.255,2.872
samsara,7,-0.507,1.593
samsonite,9,1.17,2.371
samurai,7,1.944,3.499
san,3,0.042,4.697
sanative,8,-0.93,1.292
sanatoria,9,-0.162,1.292
sanatorium,10,1.234,2.739
sancta,6,-0.771,1.292
sanctification,14,1.506,1.292
sanctified,10,1.721,2.614
sanctifier,10,1.095,1.292
sanctify,8,1.893,2.07
sanctimonious,13,1.454,2.925
sanctimoniously,15,1.617,1.292
sanctimoniousness,17,1.083,1.292
sanctimony,10,1.693,1.769
sanction,8,2.132,2.935
sanctity,8,1.443,3.221
sanctuary,9,2.576,3.636
sanctum,7,1.838,2.823
sand,4,2.333,4.307
sandal,6,2.055,2.371
sandaled,8,0.635,1.292
sandalwood,10,1.431,2.438
sandarac,8,-1.244,1.292
sandbag,7,2.163,2.593
sandbagger,10,1.389,1.292
sandbank,8,1.32,1.769
sandbar,7,1.523,1.894
sandblast,9,1.728,1.292
sandblaster,11,1.748,1.593
sandbox,7,2.431,3.032
sandbur,7,-0.484,1.292
sandcastle,10,2.117,1.991
sanded,6,1.673,2.468
sander,6,0.882,2.739
sanders,7,0.525,3.636
sandfish,8,0.844,1.292
sandglass,9,0.547,1.593
sandiness,9,0.885,1.292
sanding,7,1.92,2.406
sandlot,7,0.801,2.371
sandman,7,2.011,3.389
sandpaper,9,2.327,2.654
sandpiper,9,1.095,2.246
sandpit,7,1.891,1.292
sandshoe,8,0.403,1.292
sandspur,8,0.126,1.292
sandstone,9,2.24,2.522
sandstorm,9,2.267,2.925
sandwich,8,2.105,4.341
sandworm,8,1.383,1.292
sandwort,8,-0.033,1.292
sandy,5,2.079,4.366
sane,4,2.254,3.742
sanely,6,1.671,1.593
saneness,8,0.86,1.292
sang,4,1.48,3.915
sangfroid,9,-0.073,1.769
sangria,7,1.554,2.246
sanguinary,10,0.469,1.292
sanguine,8,1.163,2.195
sanguinely,10,0.895,1.292
sanguineness,12,0.702,1.292
sanguineous,11,0.605,1.292
sanguinity,10,0.837,1.292
sanitarian,10,0.935,1.292
sanitarily,10,1.1,1.292
sanitarium,10,1.791,3.356
sanitary,8,2.328,2.945
sanitation,10,2.074,3.077
sanitize,8,2.079,2.195
sanitizer,9,2.113,1.593
sanity,6,2.319,3.438
sank,4,1.989,3.337
sans,4,0.99,2.69
sansei,6,-0.462,1.292
sanskrit,8,1.022,2.614
sap,3,1.854,3.545
saphead,7,-0.152,1.593
saphenous,9,-0.704,2.292
sapid,5,-0.654,1.292
sapience,8,0.116,1.593
sapiens,7,1.218,2.769
sapient,7,0.55,1.292
sapless,7,1.024,1.292
sapling,7,1.771,2.292
sapodilla,9,-0.82,1.292
saponaceous,11,-0.637,1.292
saponification,14,-0.3,1.769
sapper,6,0.385,1.769
sapphire,8,2.182,3.084
sappiness,9,0.963,1.292
sapping,7,1.433,1.593
sappy,5,1.619,2.935
saprogenic,10,-0.516,1.292
saprophyte,10,-0.53,1.292
saprophytic,11,-0.361,1.292
sapsago,7,-1.546,1.292
sapsucker,9,0.452,1.894
sapwood,7,0.684,1.292
saraband,8,-0.739,1.292
saran,5,-0.153,2.964
sarcasm,7,2.151,3.459
sarcastic,9,2.336,3.419
sarcastically,13,2.047,2.371
sarcolemma,10,-0.667,1.292
sarcoma,7,0.736,2.246
sarcomere,9,-0.632,1.292
sarcophagi,10,0.551,1.991
sarcophagus,11,1.317,2.797
sardine,7,1.845,2.964
sardonic,8,1.184,2.07
sardonically,12,1.081,1.292
sardonyx,8,-0.419,1.292
sarge,5,0.444,4.127
sari,4,0.649,2.654
sarong,6,1.028,2.195
sarsaparilla,12,0.507,2.883
sartor,6,-0.745,1.292
sartorial,9,0.696,2.137
sartorially,11,0.458,1.593
sash,4,1.779,3.063
sashay,6,0.771,2.333
sashimi,7,0.758,2.754
sasquatch,9,1.317,1.292
sass,4,1.187,2.973
sassafras,9,0.702,2.81
sassy,5,2.156,3.509
sat,3,2.171,4.456
satang,6,-1.195,1.292
satanic,7,2.087,3.137
satanically,11,1.523,1.292
satay,5,0.473,2.137
